"","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location.Code","Marital.Status","Monthly.Premium.Auto","Months.Since.Last.Claim","Months.Since.Policy.Inception","Number.of.Open.Complaints","Number.of.Policies","Policy.Type","Policy","Renew.Offer.Type","Sales.Channel","Total.Claim.Amount","Vehicle.Class","Vehicle.Size","pred_train"
"7190",9294.54951,"No","Extended","Bachelor","Employed","F",21370,"Rural","Married",77,1,35,0,2,"Corporate Auto","Corporate L3","Offer2","Call Center",105.181202,"Four-Door Car","Medsize",5133.03566507935
"7191",2504.871709,"No","Basic","Bachelor","Employed","F",66081,"Rural","Single",64,31,92,1,1,"Personal Auto","Personal L3","Offer1","Branch",42.029731,"Four-Door Car","Small",4329.90014316567
"7192",7081.690974,"No","Extended","Master","Employed","F",93854,"Suburban","Married",87,18,41,0,9,"Corporate Auto","Corporate L2","Offer4","Web",417.6,"Two-Door Car","Large",8131.73398226258
"7193",9560.049227,"No","Extended","Doctor","Disabled","F",19429,"Suburban","Married",122,18,21,0,9,"Special Auto","Special L1","Offer1","Branch",683.45551,"SUV","Small",10337.3850301109
"7196",8391.133455,"No","Premium","High School or Below","Employed","M",40211,"Suburban","Married",106,5,98,2,6,"Personal Auto","Personal L2","Offer1","Call Center",710.740743,"Two-Door Car","Small",7715.98503545475
"7200",6245.443568,"No","Extended","High School or Below","Employed","M",80101,"Suburban","Single",79,16,8,0,3,"Personal Auto","Personal L3","Offer3","Call Center",442.9167,"Four-Door Car","Medsize",5813.35687339554
"7202",14789.61805,"No","Extended","College","Employed","M",51817,"Suburban","Divorced",129,20,78,4,2,"Personal Auto","Personal L1","Offer1","Branch",712.833284,"SUV","Small",7772.18758618178
"7203",5324.38786,"No","Basic","Bachelor","Employed","F",31561,"Suburban","Divorced",68,8,62,0,7,"Personal Auto","Personal L3","Offer3","Web",326.4,"Four-Door Car","Medsize",6617.16784961089
"7204",2862.729074,"No","Basic","Doctor","Employed","F",64640,"Urban","Divorced",73,5,94,2,1,"Personal Auto","Personal L3","Offer3","Agent",327.912134,"Four-Door Car","Medsize",4588.08314651484
"7205",8614.686004,"No","Basic","Master","Employed","F",64220,"Rural","Married",107,3,86,0,7,"Personal Auto","Personal L2","Offer1","Branch",48.782626,"SUV","Medsize",9004.47777820107
"7207",4642.020128,"No","Basic","College","Unemployed","M",0,"Suburban","Single",64,10,15,0,5,"Personal Auto","Personal L3","Offer1","Web",770.254285,"Two-Door Car","Small",5783.82251974125
"7209",4858.067125,"No","Basic","High School or Below","Unemployed","M",0,"Suburban","Single",67,0,79,0,3,"Personal Auto","Personal L1","Offer2","Branch",482.4,"Four-Door Car","Medsize",5004.73168778853
"7210",5261.101863,"No","Basic","Master","Employed","M",43318,"Rural","Married",66,35,28,0,5,"Personal Auto","Personal L2","Offer2","Branch",48.936563,"Four-Door Car","Medsize",5611.00341673082
"7211",3274.037562,"No","Extended","College","Employed","F",83869,"Urban","Married",81,10,23,0,1,"Personal Auto","Personal L1","Offer1","Agent",348.186032,"Four-Door Car","Medsize",5252.49986463872
"7215",10972.06778,"Yes","Extended","Doctor","Employed","M",24164,"Suburban","Divorced",137,2,40,0,5,"Personal Auto","Personal L3","Offer2","Agent",657.6,"Sports Car","Medsize",8835.4485498992
"7217",5838.89915,"Yes","Basic","High School or Below","Employed","M",81082,"Urban","Married",73,5,85,0,4,"Corporate Auto","Corporate L3","Offer2","Agent",281.295903,"Four-Door Car","Large",5603.06323346523
"7218",6462.22199,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Single",65,17,41,0,2,"Corporate Auto","Corporate L2","Offer4","Call Center",312,"Four-Door Car","Medsize",4851.70756623508
"7219",5109.50079,"No","Basic","College","Employed","M",21277,"Suburban","Divorced",66,1,42,0,9,"Corporate Auto","Corporate L3","Offer2","Web",316.8,"Four-Door Car","Medsize",6914.37631498634
"7220",8278.716567,"No","Extended","High School or Below","Disabled","M",16924,"Suburban","Single",226,23,69,0,1,"Personal Auto","Personal L2","Offer1","Branch",1084.8,"Luxury SUV","Medsize",11837.6342915319
"7222",9415.901707,"No","Extended","High School or Below","Unemployed","M",0,"Suburban","Single",133,4,58,0,3,"Special Auto","Special L2","Offer2","Agent",1361.993232,"Sports Car","Small",8002.10322002956
"7223",3230.576665,"Yes","Extended","College","Employed","M",62873,"Urban","Divorced",81,0,41,0,1,"Special Auto","Special L3","Offer2","Call Center",207.75186,"Four-Door Car","Medsize",4988.85132125735
"7225",2647.519741,"Yes","Basic","College","Employed","M",37876,"Urban","Single",69,13,15,0,1,"Corporate Auto","Corporate L2","Offer2","Agent",300.056383,"Four-Door Car","Medsize",4443.87467903171
"7228",4814.350556,"No","Basic","College","Unemployed","M",0,"Suburban","Single",67,17,4,0,4,"Personal Auto","Personal L3","Offer2","Agent",482.4,"Four-Door Car","Medsize",5330.57491235241
"7229",4836.892172,"No","Basic","Bachelor","Employed","M",39310,"Rural","Married",61,5,89,0,3,"Personal Auto","Personal L3","Offer1","Agent",93.181865,"Four-Door Car","Medsize",4995.89191005708
"7232",9012.922138,"No","Basic","College","Employed","F",67840,"Rural","Married",112,34,56,0,5,"Personal Auto","Personal L3","Offer2","Web",83.240006,"SUV","Small",8316.21638661929
"7233",5871.607022,"No","Extended","Bachelor","Unemployed","F",0,"Suburban","Single",80,24,20,0,7,"Corporate Auto","Corporate L3","Offer1","Call Center",871.055266,"Four-Door Car","Medsize",7162.14449183653
"7235",5453.709172,"No","Basic","Master","Employed","F",69468,"Urban","Married",67,2,3,0,3,"Personal Auto","Personal L3","Offer2","Call Center",302.733593,"Four-Door Car","Medsize",5004.73168778853
"7238",6672.05628,"No","Premium","College","Employed","F",50537,"Rural","Married",165,10,35,0,1,"Personal Auto","Personal L3","Offer1","Branch",60.005031,"SUV","Medsize",9683.47220157506
"7239",6521.368813,"Yes","Extended","College","Employed","F",72608,"Suburban","Married",82,26,19,3,8,"Personal Auto","Personal L3","Offer2","Agent",393.6,"Four-Door Car","Medsize",6863.5201784298
"7241",2748.800067,"No","Basic","High School or Below","Employed","M",56900,"Urban","Married",68,11,34,0,1,"Personal Auto","Personal L3","Offer3","Agent",304.115627,"Four-Door Car","Medsize",4662.10850222761
"7242",2803.59608,"No","Basic","Bachelor","Employed","F",60707,"Urban","Married",70,2,24,0,1,"Corporate Auto","Corporate L2","Offer2","Web",327.061103,"Four-Door Car","Medsize",4489.28939921718
"7243",7231.000788,"No","Basic","Bachelor","Employed","M",67276,"Urban","Married",61,7,74,0,2,"Personal Auto","Personal L2","Offer2","Call Center",181.804443,"Two-Door Car","Medsize",4406.40014211183
"7244",8329.286254,"No","Basic","High School or Below","Employed","F",30865,"Rural","Married",104,33,31,0,7,"Personal Auto","Personal L3","Offer1","Web",21.261834,"SUV","Medsize",8868.23361764466
"7245",4626.801093,"Yes","Basic","Master","Employed","F",79487,"Suburban","Divorced",114,20,87,0,1,"Personal Auto","Personal L2","Offer2","Branch",547.2,"SUV","Medsize",7103.67292873472
"7247",4504.16329,"No","Basic","College","Unemployed","M",0,"Rural","Married",62,18,75,0,3,"Personal Auto","Personal L3","Offer1","Agent",135.851316,"Two-Door Car","Medsize",5041.30663024255
"7249",5349.996572,"No","Basic","College","Employed","F",89158,"Urban","Single",67,34,71,0,6,"Personal Auto","Personal L2","Offer1","Branch",272.195232,"Four-Door Car","Medsize",6245.90990486154
"7252",3470.177816,"No","Extended","High School or Below","Employed","F",94885,"Rural","Married",86,18,10,3,1,"Personal Auto","Personal L1","Offer2","Web",170.532133,"Four-Door Car","Medsize",4764.27648722453
"7253",5895.106386,"No","Basic","College","Employed","F",78352,"Rural","Divorced",74,33,3,0,7,"Personal Auto","Personal L2","Offer4","Web",152.365482,"Two-Door Car","Medsize",6889.65617072371
"7258",2154.073997,"No","Basic","College","Unemployed","M",0,"Suburban","Single",65,11,52,0,1,"Personal Auto","Personal L3","Offer2","Branch",312,"Four-Door Car","Medsize",4262.21579828983
"7260",13869.92705,"Yes","Basic","College","Employed","M",28432,"Suburban","Married",118,1,59,0,2,"Corporate Auto","Corporate L2","Offer2","Branch",612.300581,"SUV","Small",7611.17503404048
"7261",5213.3743,"No","Extended","High School or Below","Employed","M",65167,"Suburban","Married",131,22,85,0,1,"Personal Auto","Personal L2","Offer2","Call Center",628.8,"SUV","Medsize",7875.72317188771
"7262",4911.115538,"No","Basic","College","Employed","F",33700,"Urban","Married",62,26,72,0,3,"Corporate Auto","Corporate L3","Offer1","Agent",274.114843,"Four-Door Car","Medsize",5041.30663024255
"7263",7751.855026,"No","Basic","College","Unemployed","F",0,"Suburban","Single",105,14,21,0,7,"Personal Auto","Personal L3","Offer2","Agent",756,"SUV","Large",8649.99979444876
"7265",9472.956706,"No","Extended","College","Unemployed","M",0,"Suburban","Married",131,4,49,0,9,"Corporate Auto","Corporate L2","Offer4","Agent",628.8,"SUV","Small",10746.1175117801
"7266",5926.957452,"No","Extended","College","Unemployed","F",0,"Suburban","Married",84,19,26,2,4,"Personal Auto","Personal L2","Offer1","Branch",403.2,"Four-Door Car","Medsize",6065.17474224665
"7268",8675.993821,"No","Basic","College","Employed","F",65933,"Urban","Married",108,23,16,0,5,"Personal Auto","Personal L2","Offer3","Call Center",379.951464,"SUV","Medsize",8398.20604925878
"7271",3349.639274,"No","Extended","Bachelor","Employed","M",78092,"Urban","Married",84,34,13,0,1,"Corporate Auto","Corporate L2","Offer2","Branch",344.015386,"Four-Door Car","Medsize",5125.09548181376
"7272",5979.724161,"Yes","Extended","High School or Below","Employed","F",57693,"Suburban","Divorced",76,16,56,0,3,"Corporate Auto","Corporate L3","Offer2","Agent",547.2,"Four-Door Car","Medsize",5413.46416945776
"7273",16301.9676,"Yes","Extended","Master","Retired","F",19614,"Suburban","Married",85,21,32,0,2,"Personal Auto","Personal L3","Offer2","Agent",574.024018,"Two-Door Car","Medsize",5496.35342656311
"7275",7748.811,"No","Basic","Bachelor","Employed","M",79528,"Urban","Married",64,2,39,0,2,"Personal Auto","Personal L2","Offer2","Agent",175.429028,"Two-Door Car","Medsize",4542.64430266824
"7276",15860.03591,"No","Extended","Master","Unemployed","F",0,"Rural","Married",136,10,41,0,2,"Personal Auto","Personal L1","Offer1","Branch",46.098963,"SUV","Small",8692.2885407603
"7280",5743.403321,"No","Basic","Doctor","Employed","M",61776,"Urban","Divorced",73,9,61,3,6,"Personal Auto","Personal L2","Offer3","Agent",343.278996,"Two-Door Car","Medsize",6066.74979101418
"7281",3942.917284,"No","Extended","Master","Employed","M",38820,"Suburban","Married",99,29,59,0,1,"Personal Auto","Personal L3","Offer2","Call Center",547.619785,"Four-Door Car","Small",5806.31628459581
"7282",2503.603127,"No","Basic","Bachelor","Employed","F",47285,"Suburban","Married",63,7,3,0,1,"Personal Auto","Personal L3","Offer4","Call Center",302.4,"Four-Door Car","Medsize",4435.03490130026
"7283",4558.592305,"No","Basic","High School or Below","Unemployed","M",0,"Suburban","Single",62,13,21,0,8,"Corporate Auto","Corporate L2","Offer2","Call Center",446.4,"Four-Door Car","Medsize",6406.87420968058
"7286",5568.947534,"Yes","Extended","High School or Below","Unemployed","M",0,"Suburban","Single",79,21,53,1,7,"Personal Auto","Personal L2","Offer1","Agent",407.440238,"Two-Door Car","Medsize",6966.180293331
"7288",7150.111338,"No","Extended","Master","Employed","M",24124,"Suburban","Married",91,24,52,0,3,"Corporate Auto","Corporate L1","Offer3","Agent",436.8,"Four-Door Car","Medsize",6358.33351562118
"7289",12023.75062,"No","Basic","High School or Below","Medical Leave","M",28879,"Suburban","Married",106,6,9,0,2,"Personal Auto","Personal L3","Offer2","Web",763.2,"Sports Car","Medsize",6450.06255045798
"7290",4018.88493,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Married",112,26,27,0,1,"Corporate Auto","Corporate L2","Offer3","Web",544.250322,"SUV","Medsize",7276.49203174514
"7291",4770.550911,"Yes","Basic","College","Medical Leave","F",12964,"Suburban","Single",65,2,37,0,4,"Personal Auto","Personal L2","Offer1","Web",362.774545,"Two-Door Car","Medsize",5503.39401536284
"7294",2899.922473,"No","Basic","College","Employed","F",66524,"Urban","Married",74,15,8,4,1,"Personal Auto","Personal L3","Offer4","Agent",238.517525,"Two-Door Car","Medsize",4332.39891006019
"7295",2331.325089,"No","Basic","Bachelor","Disabled","M",27398,"Suburban","Single",68,4,39,1,1,"Personal Auto","Personal L3","Offer2","Branch",326.4,"Four-Door Car","Medsize",4247.91048052618
"7296",8561.561976,"No","Basic","High School or Below","Employed","M",37759,"Suburban","Married",108,9,51,0,5,"Corporate Auto","Corporate L3","Offer4","Web",518.4,"SUV","Medsize",8398.20604925878
"7297",11280.72641,"No","Extended","College","Employed","M",45743,"Suburban","Married",96,15,81,0,2,"Personal Auto","Personal L3","Offer1","Agent",673.780804,"Four-Door Car","Medsize",6259.56389198465
"7299",2580.849899,"Yes","Basic","College","Employed","M",46900,"Suburban","Married",66,13,59,0,1,"Personal Auto","Personal L2","Offer2","Web",316.8,"Four-Door Car","Medsize",4307.6305184753
"7302",16979.79757,"Yes","Basic","Bachelor","Employed","M",35095,"Suburban","Divorced",73,25,56,0,2,"Corporate Auto","Corporate L2","Offer2","Call Center",525.6,"Two-Door Car","Small",4951.37678433747
"7311",3731.504584,"Yes","Extended","High School or Below","Unemployed","F",0,"Suburban","Married",96,31,34,0,1,"Corporate Auto","Corporate L3","Offer1","Agent",460.8,"Four-Door Car","Large",5933.72066742077
"7315",7488.785177,"No","Basic","High School or Below","Employed","M",39602,"Suburban","Divorced",64,15,59,0,2,"Personal Auto","Personal L1","Offer3","Agent",307.2,"Two-Door Car","Small",4806.29284604961
"7318",3745.374656,"No","Extended","College","Employed","F",59732,"Rural","Married",94,0,54,0,1,"Corporate Auto","Corporate L2","Offer4","Branch",135.626867,"Four-Door Car","Medsize",5842.89122704983
"7319",13246.56841,"No","Premium","Bachelor","Employed","M",36898,"Suburban","Married",169,14,36,1,3,"Personal Auto","Personal L3","Offer3","Branch",811.2,"SUV","Medsize",10366.2680531246
"7320",5008.275979,"No","Extended","High School or Below","Employed","M",92864,"Rural","Married",123,13,60,0,1,"Personal Auto","Personal L3","Offer2","Agent",96.338144,"SUV","Medsize",7512.40541040395
"7321",2396.219292,"Yes","Basic","Bachelor","Unemployed","F",0,"Suburban","Married",66,6,71,2,1,"Corporate Auto","Corporate L3","Offer2","Call Center",433.160284,"Four-Door Car","Large",4006.53156183519
"7322",5146.898635,"No","Basic","College","Employed","F",93752,"Rural","Divorced",64,34,24,0,3,"Corporate Auto","Corporate L1","Offer4","Call Center",154.713524,"Four-Door Car","Large",5132.13607061349
"7324",7159.806745,"No","Extended","College","Employed","M",67206,"Rural","Divorced",90,9,69,0,9,"Personal Auto","Personal L1","Offer1","Web",76.289123,"Four-Door Car","Medsize",8267.97814281899
"7326",9772.736775,"No","Extended","College","Employed","M",59325,"Rural","Divorced",83,20,76,0,2,"Personal Auto","Personal L2","Offer1","Branch",81.599332,"Four-Door Car","Medsize",5669.17252957354
"7327",6005.847375,"Yes","Extended","College","Retired","M",13528,"Suburban","Single",86,21,35,0,3,"Personal Auto","Personal L3","Offer1","Agent",412.8,"Four-Door Car","Medsize",6131.25991469383
"7328",6811.576281,"No","Basic","Master","Unemployed","F",0,"Suburban","Divorced",63,0,88,1,2,"Personal Auto","Personal L1","Offer1","Branch",302.4,"Four-Door Car","Small",4610.32864754408
"7330",3580.261881,"No","Extended","College","Employed","F",75333,"Urban","Married",90,15,44,1,1,"Personal Auto","Personal L1","Offer2","Web",289.236063,"Four-Door Car","Small",5247.03432460653
"7331",5821.128509,"No","Basic","Bachelor","Employed","F",61108,"Rural","Married",72,27,84,0,6,"Personal Auto","Personal L1","Offer2","Agent",23.773332,"Four-Door Car","Medsize",6209.33496240752
"7332",2839.56968,"No","Basic","High School or Below","Employed","F",27083,"Suburban","Divorced",73,15,58,1,1,"Personal Auto","Personal L1","Offer2","Web",525.6,"Four-Door Car","Small",4474.98408145353
"7334",2674.227315,"No","Basic","High School or Below","Employed","F",33451,"Suburban","Married",67,0,1,0,1,"Personal Auto","Personal L2","Offer2","Agent",337.219884,"Four-Door Car","Medsize",4353.04523866077
"7336",7998.347343,"No","Basic","High School or Below","Retired","M",26487,"Suburban","Single",112,0,82,0,3,"Corporate Auto","Corporate L2","Offer1","Call Center",602.431489,"SUV","Medsize",7928.1784808729
"7338",4748.794301,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Single",70,8,74,0,3,"Personal Auto","Personal L3","Offer2","Branch",504,"Four-Door Car","Small",5140.97584834494
"7339",5272.518472,"No","Basic","Doctor","Employed","M",85607,"Rural","Single",66,26,1,0,3,"Personal Auto","Personal L2","Offer2","Agent",67.647131,"Four-Door Car","Medsize",4959.31696760306
"7341",8188.976576,"No","Basic","College","Employed","M",89061,"Suburban","Divorced",103,19,88,0,3,"Personal Auto","Personal L2","Offer3","Web",565.267705,"SUV","Small",7519.44599920367
"7342",14429.89284,"No","Basic","High School or Below","Unemployed","M",0,"Suburban","Married",198,4,31,0,9,"Personal Auto","Personal L2","Offer4","Agent",962.159318,"Luxury Car","Small",13172.7679228498
"7343",4376.363592,"Yes","Premium","Bachelor","Employed","F",63774,"Rural","Divorced",111,18,63,0,1,"Personal Auto","Personal L2","Offer2","Agent",60.036683,"Four-Door Car","Medsize",6351.29292682146
