"","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location.Code","Marital.Status","Monthly.Premium.Auto","Months.Since.Last.Claim","Months.Since.Policy.Inception","Number.of.Open.Complaints","Number.of.Policies","Policy.Type","Policy","Renew.Offer.Type","Sales.Channel","Total.Claim.Amount","Vehicle.Class","Vehicle.Size","pred","stu_res","stud.del.resids","leverage","cooks_dis","dffits","dfbetas.(Intercept)","dfbetas.I(Coverage == ""Premium"")TRUE","dfbetas.I(EmploymentStatus == ""Unemployed"")TRUE","dfbetas.Monthly.Premium.Auto","dfbetas.Number.of.Policies","dfbetas.I(Vehicle.Class == ""SUV"")TRUE","cov_ratio"
"8709", 8052.244,"No","Premium","College","Employed","M",78617,"Rural","Married",101, 3,95,0,3,"Corporate Auto","Corporate L1","Offer4","Web", 233.169575,"Four-Door Car","Medsize", 7422.831, 0.2149448268, 0.2149448268,0.0051257664,3.968794e-05, 1.542845e-02, 3.906692e-03, 1.422224e-02,-2.478404e-03,-3.994361e-03, 4.795833e-04, 5.621418e-04,1.0074488
"8712", 3508.906,"No","Extended","Bachelor","Employed","M",23629,"Suburban","Married", 88,15,81,0,1,"Personal Auto","Personal L1","Offer3","Agent", 633.600000,"Four-Door Car","Small", 5501.622,-0.6791568703,-0.6791568703,0.0009795174,7.539109e-05,-2.126616e-02,-6.653293e-03, 6.121862e-03, 7.790802e-03,-3.939233e-03, 1.112165e-02, 7.962054e-03,1.0022716
"8713", 6511.103,"No","Extended","Bachelor","Unemployed","M",    0,"Suburban","Single", 91,24,28,0,8,"Corporate Auto","Corporate L3","Offer3","Branch", 655.404481,"Two-Door Car","Medsize", 7417.785,-0.3093387646,-0.3093387646,0.0032148397,5.145550e-05,-1.756763e-02, 5.971024e-03, 2.536440e-03,-9.750971e-03,-2.805921e-03,-1.210791e-02, 3.608021e-03,1.0053983
"8717", 2640.489,"No","Basic","Bachelor","Disabled","M",15776,"Suburban","Married", 69,20,59,0,1,"Personal Auto","Personal L2","Offer2","Call Center", 337.596914,"Two-Door Car","Medsize", 4724.266,-0.7102159722,-0.7102159722,0.0010287826,8.659365e-05,-2.279165e-02,-1.617776e-02, 1.728799e-03, 8.050544e-03, 6.468803e-03, 1.187496e-02, 3.217653e-03,1.0022175
"8719",10537.405,"No","Basic","Master","Employed","F",47950,"Urban","Married", 65,27,14,0,2,"Personal Auto","Personal L3","Offer3","Call Center", 301.867895,"Four-Door Car","Large", 4874.676, 1.9311386366, 1.9311386366,0.0008884108,5.520814e-04, 5.758553e-02, 4.360784e-02,-1.619268e-03,-2.243666e-02,-2.328482e-02,-1.666166e-02,-5.516475e-03,0.9943788
"8720", 6385.618,"No","Basic","High School or Below","Unemployed","F",    0,"Suburban","Single", 63,16,35,1,2,"Personal Auto","Personal L3","Offer1","Agent", 302.400000,"Two-Door Car","Medsize", 4387.824, 0.6812083343, 0.6812083343,0.0019194784,1.487713e-04, 2.987368e-02, 1.187341e-02, 1.662620e-04, 2.287377e-02,-9.568729e-03,-7.083404e-03,-1.367553e-03,1.0032088
"8725", 6600.478,"No","Basic","Bachelor","Unemployed","M",    0,"Suburban","Single",110,18,95,3,7,"Personal Auto","Personal L3","Offer1","Agent",1011.772647,"Sports Car","Medsize", 7881.077,-0.4369002035,-0.4369002035,0.0031299809,9.992094e-05,-2.448126e-02, 1.282984e-02, 6.552053e-03,-1.384847e-02,-1.040081e-02,-1.367993e-02, 8.311363e-03,1.0050838
"8726", 2591.750,"No","Basic","College","Employed","F",56701,"Suburban","Married", 65,34,36,0,1,"Personal Auto","Personal L1","Offer4","Web", 333.441673,"Four-Door Car","Small", 4560.612,-0.6710647257,-0.6710647257,0.0010957395,8.234860e-05,-2.222574e-02,-1.712057e-02, 7.039267e-04, 7.587760e-03, 8.218711e-03, 1.126934e-02, 2.024113e-03,1.0024144
"8734", 9336.123,"No","Premium","High School or Below","Employed","M",45262,"Suburban","Married",117,25,32,0,7,"Corporate Auto","Corporate L2","Offer1","Branch", 842.400000,"Four-Door Car","Small", 9333.703, 0.0008271281, 0.0008271281,0.0060475941,6.940400e-10, 6.451806e-05,-3.738915e-06, 5.085700e-05,-1.067321e-05,-4.342313e-06, 2.916596e-05,-2.330097e-06,1.0084947
"8736", 4773.656,"No","Basic","Bachelor","Employed","F",27725,"Suburban","Married", 63, 1,93,4,4,"Personal Auto","Personal L1","Offer1","Branch", 302.400000,"Four-Door Car","Medsize", 5420.977,-0.2205942276,-0.2205942276,0.0009123490,7.408993e-06,-6.666116e-03,-3.990787e-03,-6.061715e-05, 2.697676e-03, 2.922883e-03,-1.690444e-03, 3.928245e-04,1.0031942
"8737", 4698.521,"No","Premium","Doctor","Employed","M",27985,"Suburban","Married",117, 8,90,0,1,"Personal Auto","Personal L2","Offer4","Call Center", 561.600000,"Two-Door Car","Small", 7449.319,-0.9394981481,-0.9394981481,0.0050022970,7.396194e-04,-6.661463e-02,-1.229733e-02,-5.654763e-02, 1.035176e-02, 5.994084e-03, 1.300214e-02, 3.545462e-03,1.0053096
"8738", 3491.262,"No","Extended","Master","Employed","F",29673,"Urban","Single", 92,21,49,2,1,"Corporate Auto","Corporate L3","Offer2","Branch", 328.348506,"Two-Door Car","Medsize", 5665.276,-0.7409769135,-0.7409769135,0.0010257311,9.397567e-05,-2.374348e-02,-5.233948e-03, 7.705696e-03, 8.521404e-03,-6.623556e-03, 1.208059e-02, 9.809101e-03,1.0021074
"8739", 4505.843,"No","Basic","Master","Employed","M",24790,"Suburban","Married",113, 4,39,0,1,"Personal Auto","Personal L2","Offer3","Agent", 767.242337,"SUV","Small", 7325.284,-0.9617776299,-0.9617776299,0.0025738693,3.978477e-04,-4.885708e-02,-9.705716e-03, 3.410268e-03, 1.109720e-02, 2.953244e-03, 1.421717e-02,-3.643084e-02,1.0027604
"8745", 5039.435,"No","Basic","College","Employed","F",82940,"Suburban","Single", 63,12,56,0,3,"Personal Auto","Personal L2","Offer3","Agent", 332.847984,"Four-Door Car","Medsize", 5106.913,-0.0229942969,-0.0229942969,0.0008539292,7.534510e-08,-6.722280e-04,-4.833169e-04,-1.481501e-06, 2.740068e-04, 3.089996e-04, 1.150927e-05, 4.461047e-05,1.0032511
"8746", 3979.283,"No","Basic","College","Employed","M",42633,"Urban","Married",101, 4,29,0,1,"Corporate Auto","Corporate L2","Offer1","Agent", 285.048692,"SUV","Medsize", 6834.322,-0.9739972154,-0.9739972154,0.0027201588,4.312710e-04,-5.086819e-02,-1.782248e-02,-5.972786e-04, 1.115515e-02, 1.216984e-02, 1.461074e-02,-4.132510e-02,1.0028507
"8747", 6273.912,"Yes","Extended","College","Retired","F",18577,"Suburban","Divorced", 86,21,76,0,6,"Corporate Auto","Corporate L2","Offer1","Branch", 412.800000,"Four-Door Car","Medsize", 6990.115,-0.2441144485,-0.2441144485,0.0012898659,1.283228e-05,-8.772958e-03, 8.497076e-04, 1.774859e-03, 3.178726e-03,-1.263037e-03,-5.959241e-03, 2.482886e-03,1.0035472
"8752", 6369.262,"Yes","Extended","High School or Below","Employed","M",34498,"Suburban","Single", 83,30,72,0,7,"Personal Auto","Personal L2","Offer2","Branch", 398.400000,"Two-Door Car","Small", 7181.438,-0.2768890931,-0.2768890931,0.0017349086,2.221524e-05,-1.154307e-02, 1.207450e-03, 1.667557e-03, 3.686905e-03,-8.331077e-04,-9.007146e-03, 2.458126e-03,1.0039535
"8756",13736.132,"Yes","Premium","Master","Disabled","F",16181,"Suburban","Divorced",181,22,79,0,8,"Personal Auto","Personal L2","Offer1","Web",1261.319869,"SUV","Medsize",13067.053, 0.2289390574, 0.2289390574,0.0090119078,7.946959e-05, 2.183203e-02,-7.768779e-03, 1.229905e-02,-3.108004e-03, 3.835199e-03, 1.049282e-02, 7.391692e-03,1.0113845
"8757", 6360.650,"No","Premium","High School or Below","Employed","M",41195,"Rural","Married",160,32,33,0,1,"Corporate Auto","Corporate L3","Offer4","Branch", 323.189700,"SUV","Small",10009.423,-1.2475020558,-1.2475020558,0.0068277192,1.782732e-03,-1.034348e-01,-1.315502e-03,-7.420105e-02, 1.399177e-02, 1.391349e-03, 1.486422e-02,-4.878465e-02,1.0055358
"8758", 4770.984,"No","Basic","Master","Employed","F",76194,"Urban","Single",119, 5,85,0,1,"Personal Auto","Personal L2","Offer1","Agent", 388.313599,"SUV","Large", 7570.764,-0.9550652676,-0.9550652676,0.0025671509,3.912891e-04,-4.845258e-02,-5.719561e-03, 5.372495e-03, 1.106083e-02,-1.567253e-03, 1.401403e-02,-3.400533e-02,1.0027845
"8767", 5049.765,"No","Basic","Bachelor","Retired","F",10180,"Suburban","Married", 65,17,99,0,4,"Corporate Auto","Corporate L2","Offer1","Branch", 455.654032,"Two-Door Car","Medsize", 5502.804,-0.1543829411,-0.1543829411,0.0008732624,3.473287e-06,-4.564166e-03,-2.581947e-03, 6.449927e-05, 1.890146e-03, 1.803283e-03,-1.188627e-03, 3.917994e-04,1.0032146
"8769", 3210.136,"No","Extended","College","Medical Leave","F",23554,"Suburban","Divorced", 86, 7,17,0,1,"Corporate Auto","Corporate L3","Offer4","Web", 412.800000,"Four-Door Car","Small", 5419.795,-0.7531051793,-0.7531051793,0.0009637912,9.120879e-05,-2.339142e-02,-8.406767e-03, 6.266769e-03, 8.628218e-03,-3.186287e-03, 1.235978e-02, 8.258696e-03,1.0020018
"8770", 4531.366,"No","Premium","Bachelor","Unemployed","F",    0,"Suburban","Married",119,30,95,0,1,"Personal Auto","Personal L2","Offer1","Branch", 571.200000,"Four-Door Car","Medsize", 7126.120,-0.8866442941,-0.8866442941,0.0060292002,7.948235e-04,-6.905458e-02,-4.594840e-03,-5.312488e-02,-3.036145e-02, 4.631715e-03, 1.378160e-02, 3.938129e-03,1.0065807
"8790", 7425.269,"No","Basic","College","Employed","M",36259,"Suburban","Married", 63,14,60,0,2,"Corporate Auto","Corporate L3","Offer4","Branch", 302.400000,"Four-Door Car","Medsize", 4792.849, 0.8972192173, 0.8972192173,0.0009286791,1.247237e-04, 2.735478e-02, 2.148690e-02,-1.309308e-04,-1.041156e-02,-1.222645e-02,-7.773769e-03,-1.883719e-03,1.0013966
"8791", 3924.416,"No","Basic","College","Employed","M",56480,"Suburban","Single",101,32,65,0,1,"Corporate Auto","Corporate L2","Offer3","Branch", 617.650751,"SUV","Medsize", 6834.322,-0.9927221728,-0.9927221728,0.0027201588,4.480061e-04,-5.184613e-02,-1.816511e-02,-6.087612e-04, 1.136960e-02, 1.240380e-02, 1.489163e-02,-4.211957e-02,1.0027624
"8796", 6405.739,"No","Extended","High School or Below","Employed","M",48131,"Suburban","Divorced", 82, 6,86,0,3,"Personal Auto","Personal L3","Offer1","Call Center", 393.600000,"Four-Door Car","Medsize", 5884.269, 0.1776849680, 0.1776849680,0.0006756575,3.559082e-06, 4.620200e-03, 1.428126e-03,-1.157505e-03,-2.141358e-03, 2.610214e-04,-2.779119e-05,-1.622588e-03,1.0029976
"8798", 9095.050,"Yes","Basic","College","Employed","M",37937,"Suburban","Married",116,11,42,0,5,"Corporate Auto","Corporate L1","Offer2","Call Center", 556.800000,"SUV","Medsize", 8704.280, 0.1332831152, 0.1332831152,0.0026701445,7.929852e-06, 6.896411e-03,-4.910126e-04,-4.989564e-04,-1.707537e-03, 5.277541e-06, 2.393094e-03, 4.982365e-03,1.0050367
"8803", 9061.634,"No","Basic","Bachelor","Unemployed","M",    0,"Suburban","Single", 65,19,87,0,2,"Corporate Auto","Corporate L2","Offer1","Branch", 413.288528,"Four-Door Car","Small", 4469.651, 1.5663641728, 1.5663641728,0.0018779161,7.689093e-04, 6.794211e-02, 2.515965e-02,-7.030730e-04, 5.257216e-02,-1.954262e-02,-1.623041e-02,-4.330997e-03,0.9984047
"8804", 8256.298,"Yes","Basic","Bachelor","Employed","F",62902,"Rural","Married", 69,14,94,0,2,"Personal Auto","Personal L2","Offer2","Web", 159.383042,"Two-Door Car","Medsize", 5038.330, 1.0968228839, 1.0968228839,0.0008226356,1.650637e-04, 3.147161e-02, 2.176963e-02,-2.438880e-03,-1.277431e-02,-9.782393e-03,-9.383505e-03,-4.793883e-03,1.0003374
"8808", 5519.513,"No","Basic","Doctor","Employed","F",70914,"Rural","Married", 68,15,82,0,3,"Personal Auto","Personal L3","Offer1","Agent",  77.695518,"Four-Door Car","Medsize", 5311.481, 0.0708874417, 0.0708874417,0.0007639615,6.405648e-07, 1.960067e-03, 1.247774e-03,-1.181630e-04,-8.472185e-04,-6.744734e-04,-2.906063e-05,-2.716886e-04,1.0031500
"8812", 4957.161,"No","Basic","Bachelor","Unemployed","F",    0,"Suburban","Divorced", 67, 3,69,0,7,"Personal Auto","Personal L2","Offer2","Branch", 321.600000,"Four-Door Car","Medsize", 6121.798,-0.3972422446,-0.3972422446,0.0026641232,7.027783e-05,-2.053108e-02,-1.813211e-05, 3.555619e-05,-1.271106e-02, 3.959585e-03,-1.212565e-02, 1.083022e-03,1.0046938
"8813", 4014.453,"Yes","Extended","Doctor","Employed","F",37384,"Suburban","Married", 99, 9,17,0,1,"Personal Auto","Personal L1","Offer2","Agent", 475.200000,"Four-Door Car","Medsize", 5951.670,-0.6602959386,-0.6602959386,0.0011539647,8.396874e-05,-2.244324e-02,-1.506061e-03, 8.467890e-03, 7.627182e-03,-9.529715e-03, 1.068217e-02, 1.049158e-02,1.0025072
"8819",12765.777,"No","Basic","Bachelor","Unemployed","F",    0,"Suburban","Single",117,13,47,0,2,"Personal Auto","Personal L2","Offer2","Web", 842.400000,"SUV","Medsize", 7397.976, 1.8326920275, 1.8326920275,0.0033581302,1.884421e-03, 1.063821e-01,-3.863243e-03,-7.941222e-03, 6.109553e-02,-2.822875e-04,-1.516136e-02, 6.713164e-02,0.9977261
"8821", 5325.725,"Yes","Basic","High School or Below","Unemployed","M",    0,"Suburban","Married", 73,17,44,0,7,"Personal Auto","Personal L3","Offer2","Call Center", 496.474767,"Two-Door Car","Medsize", 6367.279,-0.3552454108,-0.3552454108,0.0025925837,5.469117e-05,-1.811167e-02, 1.441284e-03, 7.705314e-04,-1.135153e-02, 1.867055e-03,-1.088196e-02, 1.776074e-03,1.0046977
"8827", 9368.271,"No","Extended","College","Employed","M",44980,"Urban","Divorced", 81, 2,27,0,2,"Corporate Auto","Corporate L2","Offer3","Agent", 333.478333,"Two-Door Car","Medsize", 5529.292, 1.3085715886, 1.3085715886,0.0007434012,2.122592e-04, 3.569198e-02, 1.524371e-02,-8.346937e-03,-1.535244e-02, 6.491645e-04,-1.091023e-02,-1.166323e-02,0.9990402
"8830", 2409.003,"No","Basic","High School or Below","Unemployed","M",    0,"Suburban","Single", 67, 7,72,0,1,"Personal Auto","Personal L2","Offer2","Call Center", 482.400000,"Two-Door Car","Medsize", 4237.414,-0.6234918190,-0.6234918190,0.0020762136,1.348313e-04,-2.843925e-02,-1.099031e-02, 8.431935e-04,-2.111445e-02, 6.918308e-03, 1.153152e-02, 2.295891e-03,1.0035472
"8832", 3875.541,"No","Basic","College","Unemployed","M",    0,"Suburban","Single",117,11,29,0,1,"Personal Auto","Personal L3","Offer1","Branch", 842.400000,"Sports Car","Medsize", 6283.087,-0.8212997479,-0.8212997479,0.0027445466,3.094373e-04,-4.308576e-02, 1.360039e-02, 1.534465e-02,-2.752783e-02,-2.313352e-02, 1.445065e-02, 1.858543e-02,1.0035332
"8839", 5599.669,"No","Basic","Doctor","Unemployed","M",    0,"Suburban","Married", 73, 1,60,0,5,"Corporate Auto","Corporate L2","Offer4","Web", 350.400000,"Four-Door Car","Medsize", 5739.151,-0.0475549389,-0.0475549389,0.0018603897,7.027898e-07,-2.053061e-03,-8.579740e-05, 1.231261e-04,-1.548750e-03, 2.677730e-04,-6.793641e-04, 2.528317e-04,1.0042586
"8840", 4974.802,"Yes","Basic","Bachelor","Employed","M",75644,"Suburban","Divorced", 65, 5,68,3,9,"Personal Auto","Personal L2","Offer2","Branch", 467.803638,"Two-Door Car","Medsize", 7073.124,-0.7159408959,-0.7159408959,0.0031658613,2.713667e-04,-4.034704e-02,-1.492269e-03,-4.544200e-04, 9.895377e-03, 7.696887e-03,-3.477509e-02, 1.247898e-03,1.0043465
"8841", 3435.649,"No","Extended","High School or Below","Unemployed","F",    0,"Suburban","Single", 95,18,75,0,1,"Corporate Auto","Corporate L3","Offer1","Agent", 679.052398,"Four-Door Car","Medsize", 5382.991,-0.6640527828,-0.6640527828,0.0020716042,1.526013e-04,-3.025564e-02, 1.005621e-03, 7.340574e-03,-2.235461e-02,-7.228825e-03, 1.194472e-02, 9.488215e-03,1.0034171
"8847", 8532.718,"No","Extended","High School or Below","Unemployed","F",    0,"Suburban","Married",122,32, 6,2,7,"Personal Auto","Personal L3","Offer2","Call Center", 585.600000,"SUV","Small", 9172.864,-0.2185273190,-0.2185273190,0.0043703918,3.495004e-05,-1.447828e-02, 4.414059e-03, 1.096164e-03,-6.938764e-03,-1.031367e-03,-7.146500e-03,-7.768818e-03,1.0066807
"8849", 8080.948,"No","Basic","College","Employed","M",85210,"Rural","Single", 68,34, 9,0,2,"Personal Auto","Personal L1","Offer3","Branch",  32.714226,"Two-Door Car","Medsize", 4997.417, 1.0509882348, 1.0509882348,0.0008372342,1.542542e-04, 3.042308e-02, 2.157809e-02,-1.973044e-03,-1.223305e-02,-1.019826e-02,-9.010481e-03,-4.195732e-03,1.0005876
"8860", 6904.081,"No","Extended","High School or Below","Unemployed","F",    0,"Suburban","Single", 98,26,31,0,4,"Personal Auto","Personal L2","Offer2","Agent",1032.329445,"Four-Door Car","Medsize", 6447.923, 0.1555218735, 0.1555218735,0.0018504779,7.476340e-06, 6.696311e-03,-1.921402e-03,-1.782432e-03, 5.085683e-03, 2.147020e-03, 1.021980e-03,-2.324223e-03,1.0041959
"8867",13009.181,"No","Basic","College","Unemployed","M",    0,"Suburban","Single", 61, 2,81,0,2,"Personal Auto","Personal L2","Offer1","Agent", 380.069056,"Two-Door Car","Medsize", 4305.997, 2.9726339766, 2.9726339766,0.0019659612,2.892054e-03, 1.319338e-01, 5.587808e-02, 2.785436e-03, 9.986074e-02,-4.642387e-02,-3.101877e-02,-3.715950e-03,0.9833889
"8870", 8901.056,"No","Basic","High School or Below","Employed","M",46814,"Suburban","Married",113, 7,19,0,3,"Corporate Auto","Corporate L1","Offer4","Agent", 542.400000,"SUV","Medsize", 7953.412, 0.3231758869, 0.3231758869,0.0023583422,4.116366e-05, 1.571285e-02, 1.366726e-03,-1.009727e-03,-3.930594e-03,-8.703510e-04, 5.037015e-04, 1.234323e-02,1.0045142
"8871", 4704.176,"No","Basic","College","Unemployed","M",    0,"Suburban","Married", 68,10,48,1,3,"Personal Auto","Personal L3","Offer3","Call Center", 326.400000,"Two-Door Car","Medsize", 4906.456,-0.0689602163,-0.0689602163,0.0017233243,1.368783e-06,-2.865211e-03,-7.641473e-04, 8.810895e-05,-2.291303e-03, 6.849221e-04, 1.475530e-04, 2.580158e-04,1.0041147
"8873", 8053.269,"No","Premium","College","Disabled","M",17301,"Suburban","Married",105, 1,11,0,5,"Personal Auto","Personal L1","Offer2","Call Center", 638.543326,"Four-Door Car","Small", 8214.613,-0.0551052317,-0.0551052317,0.0053606564,2.728723e-06,-4.045470e-03,-5.272653e-04,-3.593310e-03, 6.715615e-04, 8.300053e-04,-1.028698e-03,-7.810550e-05,1.0077908
"8874", 5229.446,"No","Basic","High School or Below","Employed","F",69545,"Suburban","Married", 65,17,97,0,8,"Corporate Auto","Corporate L3","Offer1","Call Center", 312.000000,"Four-Door Car","Medsize", 6759.060,-0.5216848446,-0.5216848446,0.0024410021,1.110250e-04,-2.580614e-02,-2.615915e-03,-2.211767e-04, 7.044702e-03, 5.704838e-03,-2.106823e-02, 9.921795e-04,1.0041943
"8875", 5035.035,"No","Basic","Doctor","Employed","F",37405,"Urban","Married", 63, 8,99,3,4,"Corporate Auto","Corporate L2","Offer2","Branch", 287.556107,"Four-Door Car","Medsize", 5420.977,-0.1315206222,-0.1315206222,0.0009123490,2.633686e-06,-3.974409e-03,-2.379350e-03,-3.614059e-05, 1.608383e-03, 1.742654e-03,-1.007861e-03, 2.342061e-04,1.0032695
"8876", 5492.388,"No","Extended","Bachelor","Employed","M",74271,"Rural","Divorced",136, 1,79,0,1,"Personal Auto","Personal L2","Offer1","Call Center", 174.327925,"Sports Car","Medsize", 7465.468,-0.6730878559,-0.6730878559,0.0028330852,2.145748e-04,-3.587713e-02, 1.549502e-02, 1.727167e-02, 7.960202e-03,-2.928155e-02, 1.044679e-02, 2.014085e-02,1.0041544
"8885", 7687.297,"No","Basic","Bachelor","Unemployed","F",    0,"Suburban","Divorced",109, 0, 5,0,3,"Personal Auto","Personal L1","Offer3","Call Center", 523.200000,"SUV","Medsize", 7384.733, 0.1032320507, 0.1032320507,0.0033288615,5.934622e-06, 5.966044e-03, 4.463807e-05,-1.392305e-04, 3.414975e-03,-6.451874e-04,-2.519899e-05, 4.110835e-03,1.0057180
"8892", 4118.589,"Yes","Premium","Bachelor","Employed","F",69379,"Suburban","Single",103,14,79,0,1,"Personal Auto","Personal L3","Offer1","Branch", 494.400000,"Two-Door Car","Medsize", 6876.530,-0.9420623782,-0.9420623782,0.0052625991,7.825632e-04,-6.852130e-02,-2.136314e-02,-6.128658e-02, 1.028661e-02, 1.638201e-02, 1.327872e-02,-1.448179e-03,1.0055611
"8894", 2536.885,"No","Basic","High School or Below","Employed","F",34653,"Suburban","Married", 64,18,72,0,1,"Corporate Auto","Corporate L1","Offer4","Branch", 307.200000,"Four-Door Car","Small", 4519.699,-0.6758273279,-0.6758273279,0.0011155541,8.503343e-05,-2.258517e-02,-1.770404e-02, 4.748715e-04, 7.636841e-03, 8.807440e-03, 1.136167e-02, 1.782626e-03,1.0024189
"8895", 7330.190,"No","Extended","College","Employed","F",26906,"Rural","Married", 92,17,12,0,3,"Personal Auto","Personal L3","Offer3","Branch", 106.528651,"Two-Door Car","Medsize", 6293.404, 0.3532948349, 0.3532948349,0.0007601972,1.583184e-05, 9.744635e-03, 4.260845e-04,-3.524931e-03,-4.283215e-03, 3.290808e-03, 8.721553e-06,-4.563720e-03,1.0028587
"8902", 2784.911,"No","Basic","High School or Below","Disabled","F",20814,"Urban","Married", 72,16,57,0,1,"Personal Auto","Personal L2","Offer3","Call Center", 288.594641,"Four-Door Car","Medsize", 4847.007,-0.7028114957,-0.7028114957,0.0009914811,8.172018e-05,-2.214096e-02,-1.456821e-02, 2.440908e-03, 7.981579e-03, 4.746868e-03, 1.171275e-02, 3.982264e-03,1.0022052
"8904", 8936.370,"No","Premium","Bachelor","Disabled","M",18141,"Suburban","Married",116, 2,87,0,3,"Personal Auto","Personal L3","Offer2","Call Center", 722.404711,"Four-Door Car","Small", 8036.533, 0.3072522078, 0.3072522078,0.0048280569,7.636070e-05, 2.140091e-02, 2.428556e-03, 1.872777e-02,-3.575323e-03,-2.085647e-03, 7.690718e-04,-9.447326e-04,1.0070312
"8905", 6480.100,"No","Extended","Bachelor","Medical Leave","M",18820,"Suburban","Married", 95, 3,51,4,8,"Personal Auto","Personal L3","Offer1","Branch", 456.000000,"Two-Door Car","Small", 7986.464,-0.5137644475,-0.5137644475,0.0024806129,1.094314e-04,-2.562022e-02, 7.962502e-03, 5.123762e-03, 7.048470e-03,-6.484376e-03,-2.102815e-02, 6.816554e-03,1.0042539
"8908", 5314.959,"No","Basic","Master","Employed","M",66467,"Urban","Married", 66,17,65,0,3,"Personal Auto","Personal L2","Offer4","Web", 294.705573,"Two-Door Car","Medsize", 5229.654, 0.0290682089, 0.0290682089,0.0007962582,1.122686e-07, 8.205749e-04, 5.513900e-04,-2.832381e-05,-3.470005e-04,-3.221921e-04,-1.296971e-05,-8.940355e-05,1.0031925
