"","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location.Code","Marital.Status","Monthly.Premium.Auto","Months.Since.Last.Claim","Months.Since.Policy.Inception","Number.of.Open.Complaints","Number.of.Policies","Policy.Type","Policy","Renew.Offer.Type","Sales.Channel","Total.Claim.Amount","Vehicle.Class","Vehicle.Size","pred_train","stu_res","stud.del.resids","leverage","cooks_dis","dffits","dfbetas.(Intercept)","dfbetas.Monthly.Premium.Auto","dfbetas.Number.of.Open.Complaints","dfbetas.Number.of.Policies","dfbetas.I(Renew.Offer.Type == ""Offer2"")TRUE","dfbetas.I(Vehicle.Class == ""SUV"")TRUE","cov_ratio"
"6653",14203.623,"No","Basic","Bachelor","Employed","M",90456,"Rural","Married", 71,26,40,0,2,"Personal Auto","Personal L3","Offer4","Agent", 165.057816,"Four-Door Car","Medsize", 5124.196, 3.2029976696, 3.2029976696,0.0004219721,7.206810e-04, 6.580973e-02, 4.812885e-02,-2.135335e-02,-2.002000e-02,-2.007053e-02,-3.340650e-02,-1.038136e-02,0.9909868
"6654", 4490.549,"No","Basic","Bachelor","Unemployed","F",    0,"Urban","Single", 64,13,11,0,3,"Personal Auto","Personal L2","Offer1","Agent", 254.404622,"Two-Door Car","Medsize", 5132.136,-0.2261408684,-0.2261408684,0.0004378489,3.734149e-06,-4.732997e-03,-3.590991e-03, 2.233112e-03, 1.401789e-03, 2.309811e-04, 2.311973e-03, 4.016399e-04,1.0014109
"6656", 3508.570,"Yes","Extended","College","Medical Leave","M",20978,"Suburban","Married", 98,19,96,1,1,"Personal Auto","Personal L3","Offer2","Branch",1176.278800,"Four-Door Car","Small", 5610.352,-0.7409789927,-0.7409789927,0.0007882658,7.219534e-05,-2.081198e-02, 2.223916e-03,-5.161128e-03,-7.134242e-03, 7.040956e-03,-1.384803e-02, 5.886838e-03,1.0012513
"6658", 6218.663,"No","Premium","High School or Below","Employed","M",51944,"Suburban","Married",156,12,96,0,1,"Corporate Auto","Corporate L3","Offer1","Agent", 748.800000,"Sports Car","Medsize", 8658.604,-0.8605495053,-0.8605495053,0.0015760691,1.948408e-04,-3.419054e-02, 1.467624e-02,-2.863173e-02, 5.518936e-03, 9.395766e-03, 7.973479e-03, 1.833186e-02,1.0018448
"6659", 6156.364,"No","Extended","College","Employed","M",78824,"Urban","Divorced", 77,10,12,0,6,"Personal Auto","Personal L3","Offer1","Agent", 267.699403,"Four-Door Car","Medsize", 6700.057,-0.1916492929,-0.1916492929,0.0005777596,3.539426e-06,-4.607935e-03,-9.259244e-04, 6.702492e-04, 1.167317e-03,-2.869980e-03, 1.725951e-03, 8.835111e-04,1.0015659
"6664", 3363.004,"No","Extended","College","Employed","F",80138,"Urban","Married", 83, 3,33,0,1,"Personal Auto","Personal L3","Offer4","Branch", 209.427344,"Four-Door Car","Medsize", 5343.329,-0.6980453181,-0.6980453181,0.0004720453,3.835683e-05,-1.516973e-02,-8.496771e-03, 7.715715e-04, 4.404069e-03, 8.008564e-03, 7.363037e-03, 4.027338e-03,1.0009978
"6665", 3122.984,"No","Extended","College","Employed","M",72916,"Suburban","Single", 80,25,72,0,1,"Personal Auto","Personal L3","Offer2","Web", 384.000000,"Two-Door Car","Medsize", 4943.437,-0.6417508076,-0.6417508076,0.0006688401,4.594498e-05,-1.660248e-02,-3.891035e-03, 9.411848e-04, 2.862661e-03, 6.258304e-03,-1.119324e-02, 2.732058e-03,1.0012723
"6666", 6220.765,"No","Basic","High School or Below","Unemployed","F",    0,"Suburban","Single", 65, 5,63,2,2,"Corporate Auto","Corporate L2","Offer1","Agent", 468.000000,"Four-Door Car","Large", 4550.609, 0.5888362687, 0.5888362687,0.0009115707,5.273182e-05, 1.778639e-02, 8.074553e-03,-5.638431e-03, 1.294609e-02,-3.585841e-03,-5.111700e-03,-9.920831e-04,1.0015824
"6667", 3455.172,"No","Extended","High School or Below","Unemployed","F",    0,"Suburban","Single", 91,16,63,0,1,"Personal Auto","Personal L2","Offer1","Call Center", 681.038959,"Four-Door Car","Small", 5706.647,-0.7936350589,-0.7936350589,0.0004778963,5.019484e-05,-1.735367e-02,-7.119194e-03,-2.111054e-03, 5.015922e-03, 9.056524e-03, 8.259359e-03, 5.928800e-03,1.0008575
"6668",11855.135,"No","Premium","Bachelor","Unemployed","F",    0,"Suburban","Single",170,10,74,0,5,"Corporate Auto","Corporate L2","Offer3","Web",1227.491941,"SUV","Medsize",11213.919, 0.2261435709, 0.2261435709,0.0016149742,1.378971e-05, 9.095321e-03,-4.784181e-03, 5.312503e-03,-1.333299e-03, 2.314270e-03,-1.479969e-03, 2.857635e-03,1.0025916
"6669", 7163.797,"No","Extended","Bachelor","Employed","M",44527,"Urban","Married", 94,20,91,2,5,"Personal Auto","Personal L3","Offer1","Call Center", 286.960016,"Four-Door Car","Large", 6845.165, 0.1123341364, 0.1123341364,0.0009027364,1.900635e-06, 3.376668e-03,-4.205235e-04, 4.870870e-04, 2.479444e-03, 1.126986e-03,-8.065558e-04,-8.898873e-04,1.0019164
"6670", 3157.552,"No","Extended","Bachelor","Employed","M",46655,"Urban","Single", 82,27,20,0,1,"Personal Auto","Personal L2","Offer1","Agent", 336.892624,"Four-Door Car","Medsize", 5297.915,-0.7544628461,-0.7544628461,0.0004733067,4.492672e-05,-1.641769e-02,-9.485468e-03, 1.189030e-03, 4.758979e-03, 8.661632e-03, 7.971446e-03, 4.192425e-03,1.0009151
"6671", 8336.084,"No","Basic","Bachelor","Unemployed","M",    0,"Suburban","Single", 67,10,50,2,2,"Personal Auto","Personal L3","Offer3","Agent", 445.265108,"Two-Door Car","Medsize", 4641.438, 1.3027364078, 1.3027364078,0.0008944414,2.531924e-04, 3.897865e-02, 1.682089e-02,-1.124775e-02, 2.863799e-02,-7.913206e-03,-1.126302e-02,-2.748951e-03,1.0001809
"6672", 5809.262,"No","Basic","High School or Below","Employed","F",26975,"Suburban","Married", 73,14,59,0,5,"Personal Auto","Personal L3","Offer4","Web", 548.333667,"Two-Door Car","Small", 6192.555,-0.1351012686,-0.1351012686,0.0004642383,1.413133e-06,-2.911593e-03,-1.132219e-03, 7.384852e-04, 8.277796e-04,-1.303047e-03, 1.270701e-03, 5.047501e-04,1.0014711
"6673",10016.288,"No","Basic","Master","Employed","F",62900,"Rural","Married", 62, 3,12,0,2,"Personal Auto","Personal L2","Offer2","Agent",  83.897335,"Two-Door Car","Medsize", 4451.815, 1.9621983859, 1.9621983859,0.0006887286,4.420493e-04, 5.151297e-02, 2.221118e-02,-1.933355e-02,-8.621667e-03,-9.008487e-03, 3.424844e-02,-8.886243e-04,0.9977728
"6675", 2750.541,"No","Basic","Bachelor","Employed","F",34200,"Rural","Divorced", 70,27,15,0,1,"Corporate Auto","Corporate L3","Offer3","Agent", 167.295936,"Four-Door Car","Medsize", 4752.938,-0.7058441035,-0.7058441035,0.0005229850,4.345302e-05,-1.614608e-02,-1.226458e-02, 5.099114e-03, 4.440743e-03, 8.168706e-03, 7.607346e-03, 2.121388e-03,1.0010376
"6676", 5677.310,"No","Extended","Bachelor","Unemployed","F",    0,"Suburban","Married", 77,13,57,0,9,"Personal Auto","Personal L1","Offer3","Web", 369.600000,"Four-Door Car","Medsize", 7677.587,-0.7053731432,-0.7053731432,0.0013061622,1.084647e-04,-2.550946e-02, 7.158616e-04, 2.284775e-03, 4.208885e-03,-2.178421e-02, 5.656731e-03, 3.302128e-03,1.0018233
"6678", 8126.766,"No","Basic","College","Disabled","F",14616,"Suburban","Married",107,22,73,0,3,"Personal Auto","Personal L3","Offer1","Agent", 513.600000,"SUV","Medsize", 7701.105, 0.1500758192, 0.1500758192,0.0010079246,3.787989e-06, 4.766984e-03, 1.196209e-03,-9.526922e-04,-8.841466e-04,-1.280929e-04,-1.247663e-03, 3.913625e-03,1.0020117
"6679", 2774.800,"No","Basic","Master","Unemployed","F",    0,"Suburban","Divorced", 74, 4,30,0,1,"Personal Auto","Personal L3","Offer2","Branch", 355.200000,"Four-Door Car","Medsize", 4670.948,-0.6684428893,-0.6684428893,0.0006850897,5.105796e-05,-1.750197e-02,-5.658291e-03, 2.868209e-03, 2.976224e-03, 6.549456e-03,-1.158814e-02, 1.992877e-03,1.0012527
"6680", 4300.901,"No","Premium","High School or Below","Employed","F",88590,"Rural","Married",107, 0,57,0,1,"Personal Auto","Personal L2","Offer3","Branch",  41.721538,"Two-Door Car","Medsize", 6433.283,-0.7516871353,-0.7516871353,0.0005746231,5.414869e-05,-1.802409e-02,-1.929336e-03,-7.660523e-03, 4.767605e-03, 8.485897e-03, 7.611033e-03, 8.173018e-03,1.0010208
"6682",12383.531,"No","Basic","High School or Below","Employed","F",40602,"Urban","Single",105,14,84,0,2,"Personal Auto","Personal L3","Offer2","Branch", 459.895876,"Sports Car","Medsize", 6404.648, 2.1084498318, 2.1084498318,0.0006995439,5.183688e-04, 5.578568e-02,-1.242415e-02, 2.190207e-02,-9.389261e-03,-8.983732e-03, 3.840070e-02,-2.023393e-02,0.9971757
"6686", 4624.558,"No","Basic","Master","Employed","F",28264,"Urban","Divorced", 61,22,12,4,6,"Corporate Auto","Corporate L2","Offer1","Agent", 167.889924,"Four-Door Car","Medsize", 5371.224,-0.2635413056,-0.2635413056,0.0031870395,3.701595e-05,-1.490169e-02,-1.002382e-03, 2.953816e-03,-1.329479e-02,-4.037558e-03, 1.470989e-03, 1.704199e-04,1.0041539
"6688", 7345.897,"No","Extended","High School or Below","Employed","M",79980,"Suburban","Married", 91,22,75,0,3,"Personal Auto","Personal L3","Offer2","Web", 629.820710,"Two-Door Car","Medsize", 6094.685, 0.4410546528, 0.4410546528,0.0005879235,1.907522e-05, 1.069746e-02,-9.867299e-04, 1.713041e-03,-1.936917e-03, 4.105657e-04, 8.068888e-03,-2.929667e-03,1.0014141
"6689", 5323.866,"No","Extended","High School or Below","Employed","F",64706,"Rural","Single",135, 0,30,0,1,"Corporate Auto","Corporate L2","Offer1","Agent",  77.129691,"SUV","Medsize", 8321.031,-1.0568813059,-1.0568813059,0.0011400960,2.124855e-04,-3.570628e-02,-6.966601e-04,-7.040449e-03, 6.356572e-03, 1.187867e-02, 8.962050e-03,-2.131778e-02,1.0010214
"6690", 4426.097,"No","Basic","College","Employed","F",29660,"Urban","Married",112,29,71,0,1,"Personal Auto","Personal L3","Offer1","Agent", 334.133949,"SUV","Small", 7276.492,-1.0051037173,-1.0051037173,0.0011131175,1.876266e-04,-3.355237e-02,-9.917925e-03, 4.188551e-03, 6.013214e-03, 1.147414e-02, 8.930769e-03,-2.518993e-02,1.0011039
"6691", 6852.364,"No","Extended","Bachelor","Employed","F",26313,"Suburban","Single", 87, 6,77,0,7,"Corporate Auto","Corporate L2","Offer1","Agent", 417.600000,"Two-Door Car","Medsize", 7480.048,-0.2212752341,-0.2212752341,0.0007544873,6.162609e-06,-6.080267e-03, 2.478171e-04,-2.868113e-04, 1.341626e-03,-4.503547e-03, 1.880927e-03, 1.495858e-03,1.0017304
"6696",11638.899,"Yes","Basic","College","Medical Leave","F",25370,"Suburban","Married",102,10,77,0,2,"Personal Auto","Personal L2","Offer1","Branch", 489.600000,"Sports Car","Large", 6532.052, 1.8005085073, 1.8005085073,0.0004403018,2.379111e-04, 3.778906e-02, 4.715845e-03, 1.426648e-02,-1.133090e-02,-1.085382e-02,-1.779454e-02,-1.770313e-02,0.9981464
"6697",13559.394,"No","Basic","College","Employed","M",98036,"Suburban","Married",113,18,92,0,2,"Personal Auto","Personal L2","Offer2","Agent", 662.444819,"SUV","Medsize", 7384.101, 2.1784503021, 2.1784503021,0.0013241620,1.048053e-03, 7.932425e-02, 4.473446e-04,-5.574768e-03,-8.925286e-03,-9.504191e-03, 4.251051e-02, 5.599472e-02,0.9974930
"6699", 9144.856,"No","Basic","Bachelor","Employed","F",21150,"Suburban","Married",116, 8, 1,0,4,"Personal Auto","Personal L3","Offer4","Branch", 833.417104,"SUV","Medsize", 8435.681, 0.2500334847, 0.2500334847,0.0009918750,1.034672e-05, 7.878475e-03, 6.047163e-04,-5.061889e-04,-1.465601e-03, 1.129063e-03,-1.956483e-03, 6.035843e-03,1.0019546
"6700", 7434.271,"No","Basic","College","Employed","F",49057,"Rural","Single", 63,16,52,0,2,"Personal Auto","Personal L3","Offer2","Call Center",  29.618152,"Two-Door Car","Medsize", 4497.230, 1.0354375807, 1.0354375807,0.0006796806,1.215322e-04, 2.700374e-02, 1.130616e-02,-9.714731e-03,-4.550996e-03,-4.745739e-03, 1.809083e-02,-6.890964e-04,1.0006062
"6703",10622.517,"No","Basic","Bachelor","Employed","F",25634,"Rural","Married", 67,12,53,0,2,"Personal Auto","Personal L2","Offer4","Call Center", 144.728404,"Four-Door Car","Medsize", 4942.537, 2.0027180623, 2.0027180623,0.0004506056,3.012018e-04, 4.252223e-02, 3.329987e-02,-1.712205e-02,-1.250692e-02,-1.261107e-02,-2.102947e-02,-4.787924e-03,0.9973711
"6704", 5257.241,"No","Basic","High School or Below","Employed","M",56154,"Suburban","Single", 67, 6,26,0,4,"Personal Auto","Personal L3","Offer3","Web", 386.160674,"Two-Door Car","Small", 5594.223,-0.1187755321,-0.1187755321,0.0004294552,1.010370e-06,-2.461950e-03,-1.512038e-03, 9.949146e-04, 7.317511e-04,-5.107563e-04, 1.168861e-03, 2.894695e-04,1.0014405
"6706",13197.929,"Yes","Basic","College","Unemployed","F",    0,"Suburban","Single", 68,19, 2,3,2,"Personal Auto","Personal L2","Offer1","Agent", 326.400000,"Four-Door Car","Large", 4536.303, 3.0573339288, 3.0573339288,0.0017055561,2.657807e-03, 1.263707e-01, 3.258031e-02,-2.509408e-02, 1.104031e-01,-1.821252e-02,-2.354935e-02,-6.674570e-03,0.9931868
"6708", 4965.491,"No","Basic","High School or Below","Unemployed","F",    0,"Suburban","Single", 73, 4,71,1,8,"Personal Auto","Personal L3","Offer3","Call Center", 525.600000,"Two-Door Car","Small", 7019.535,-0.7242432744,-0.7242432744,0.0010530481,9.216345e-05,-2.351459e-02,-4.896430e-04, 3.802048e-03,-5.875845e-03,-1.858441e-02, 5.424743e-03, 2.655282e-03,1.0015418
"6709", 5470.061,"Yes","Extended","Bachelor","Employed","F",54507,"Suburban","Married",138,20,11,0,1,"Corporate Auto","Corporate L2","Offer2","Agent", 702.990032,"SUV","Medsize", 8193.626,-0.9605478757,-0.9605478757,0.0014746024,2.270954e-04,-3.691279e-02, 7.546154e-03,-8.766680e-03, 4.009262e-03, 9.098699e-03,-1.885256e-02,-1.960565e-02,1.0015561
"6710", 3713.791,"No","Extended","College","Employed","F",81190,"Urban","Married", 92, 9,87,0,1,"Corporate Auto","Corporate L3","Offer2","Web", 356.563616,"Two-Door Car","Small", 5488.413,-0.6255983729,-0.6255983729,0.0006841674,4.466267e-05,-1.636912e-02,-7.881578e-04,-2.616225e-03, 2.800976e-03, 6.043182e-03,-1.104403e-02, 4.259664e-03,1.0013087
"6711", 2894.584,"No","Basic","College","Employed","F",28204,"Suburban","Married", 73, 6,12,0,1,"Personal Auto","Personal L3","Offer2","Branch", 486.987555,"Four-Door Car","Medsize", 4625.534,-0.6102033452,-0.6102033452,0.0006893479,4.281366e-05,-1.602668e-02,-5.409563e-03, 2.905547e-03, 2.716079e-03, 5.983519e-03,-1.056775e-02, 1.689491e-03,1.0013334
"6714", 5461.968,"No","Basic","Bachelor","Employed","F",42650,"Rural","Married", 69,10,92,0,5,"Personal Auto","Personal L1","Offer3","Agent",  35.565605,"Four-Door Car","Medsize", 6010.896,-0.1934860360,-0.1934860360,0.0004883531,3.049057e-06,-4.276837e-03,-1.931297e-03, 1.421908e-03, 1.184457e-03,-1.860246e-03, 1.833515e-03, 5.583318e-04,1.0014755
"6716", 2397.036,"Yes","Basic","High School or Below","Retired","F",22283,"Suburban","Divorced", 65,16,93,0,1,"Special Auto","Special L3","Offer1","Branch", 572.072106,"Four-Door Car","Medsize", 4525.864,-0.7504300258,-0.7504300258,0.0005625049,5.282898e-05,-1.780310e-02,-1.454137e-02, 7.187394e-03, 4.716174e-03, 8.713681e-03, 8.154224e-03, 1.457614e-03,1.0010106
"6719", 6057.072,"Yes","Extended","Bachelor","Retired","M",27681,"Suburban","Married", 83,13,62,0,9,"Personal Auto","Personal L3","Offer2","Agent", 398.400000,"Two-Door Car","Medsize", 7686.427,-0.5746592484,-0.5746592484,0.0016383651,9.033208e-05,-2.327940e-02, 6.167541e-03,-3.663322e-04, 2.373534e-03,-1.878010e-02,-1.157504e-02, 2.921173e-03,1.0023285
"6720",10656.882,"Yes","Extended","Bachelor","Employed","F",72540,"Suburban","Married", 88, 7, 3,0,2,"Personal Auto","Personal L3","Offer2","Call Center", 631.743039,"Two-Door Car","Medsize", 5632.598, 1.7715230826, 1.7715230826,0.0005974008,3.125426e-04, 4.331212e-02, 1.615993e-03, 4.225888e-03,-7.846973e-03,-7.779025e-03, 3.173144e-02,-1.059606e-02,0.9984091
"6721",13798.479,"No","Basic","Bachelor","Employed","F",42780,"Suburban","Single",181,11,43,2,5,"Personal Auto","Personal L3","Offer1","Call Center", 868.800000,"Luxury SUV","Medsize",10796.246, 1.0596207718, 1.0596207718,0.0029335169,5.505605e-04, 5.747549e-02,-4.091291e-02, 4.804180e-02, 2.328462e-02, 1.135015e-02,-5.987719e-03,-2.802765e-02,1.0028160
"6725", 4991.535,"No","Basic","College","Employed","F",93416,"Urban","Married", 62, 5,16,0,6,"Personal Auto","Personal L1","Offer2","Call Center", 246.249051,"Two-Door Car","Medsize", 5755.188,-0.2692339614,-0.2692339614,0.0009432321,1.140790e-05,-8.272638e-03,-9.490748e-04, 2.559983e-03, 1.137826e-03,-4.471445e-03,-5.055012e-03, 1.469496e-04,1.0018955
"6727",14748.924,"No","Extended","High School or Below","Employed","M",31226,"Suburban","Married", 93,31,68,0,2,"Personal Auto","Personal L2","Offer1","Agent", 446.400000,"Four-Door Car","Medsize", 6123.320, 3.0425934962, 3.0425934962,0.0003911393,6.028735e-04, 6.018588e-02, 1.892827e-02, 1.121985e-02,-1.910934e-02,-1.855115e-02,-3.055239e-02,-2.409292e-02,0.9919720
"6728", 4916.373,"No","Extended","High School or Below","Employed","F",66982,"Suburban","Married",121,12,13,0,1,"Corporate Auto","Corporate L3","Offer2","Agent", 871.200000,"SUV","Medsize", 7421.576,-0.8834886313,-0.8834886313,0.0013926835,1.814365e-04,-3.299361e-02, 9.264304e-04,-9.907573e-04, 3.666767e-03, 8.483800e-03,-1.707437e-02,-2.122695e-02,1.0016197
"6729",12495.740,"No","Basic","Bachelor","Unemployed","M",    0,"Suburban","Single", 61,32,85,0,2,"Corporate Auto","Corporate L3","Offer3","Agent", 292.800000,"Two-Door Car","Medsize", 4670.049, 2.7602065663, 2.7602065663,0.0005068411,6.431814e-04, 6.215665e-02, 5.252471e-02,-3.139369e-02,-1.721508e-02,-1.750861e-02,-2.927639e-02,-3.077728e-03,0.9937512
"6730",12877.776,"No","Premium","Bachelor","Unemployed","M",    0,"Suburban","Married",117, 8,89,0,2,"Personal Auto","Personal L1","Offer2","Agent", 561.600000,"Four-Door Car","Medsize", 6949.624, 2.0907024066, 2.0907024066,0.0008486988,6.184515e-04, 6.093311e-02,-2.236371e-02, 3.352976e-02,-9.345498e-03,-8.716097e-03, 3.852292e-02,-2.540043e-02,0.9974007
"6731", 6775.924,"No","Extended","Doctor","Employed","M",27354,"Suburban","Married", 86, 2,13,1,7,"Personal Auto","Personal L3","Offer4","Branch", 412.800000,"Two-Door Car","Medsize", 7284.083,-0.1791419324,-0.1791419324,0.0007815559,4.184221e-06,-5.010108e-03, 4.620232e-04,-1.404721e-04,-1.442451e-03,-3.664765e-03, 1.359622e-03, 1.147774e-03,1.0017749
"6733", 5989.774,"Yes","Premium","College","Employed","M",66839,"Suburban","Single",154,33,24,0,1,"Personal Auto","Personal L3","Offer2","Branch", 739.200000,"Sports Car","Medsize", 8304.126,-0.8163329596,-0.8163329596,0.0017792299,1.979765e-04,-3.446435e-02, 1.924130e-02,-2.725284e-02, 3.726732e-03, 7.501082e-03,-1.531240e-02, 1.632974e-02,1.0021248
"6734", 9171.001,"No","Extended","College","Employed","M",60433,"Suburban","Married", 77, 0,64,0,2,"Personal Auto","Personal L1","Offer2","Branch", 369.600000,"Four-Door Car","Medsize", 5133.036, 1.4236212105, 1.4236212105,0.0005995054,2.025886e-04, 3.486753e-02, 7.566683e-03,-3.974988e-03,-6.284368e-03,-6.371596e-03, 2.522363e-02,-5.185342e-03,0.9995483
"6736", 2675.570,"No","Basic","High School or Below","Employed","M",67837,"Suburban","Married", 69,19,17,4,1,"Personal Auto","Personal L3","Offer2","Agent", 430.477436,"Four-Door Car","Medsize", 3841.677,-0.4116322423,-0.4116322423,0.0033939476,9.618575e-05,-2.402150e-02,-1.248504e-03, 2.806902e-03,-2.143688e-02, 3.869803e-03,-8.640228e-03, 5.589313e-04,1.0042595
"6737", 9246.223,"No","Basic","Bachelor","Employed","F",40032,"Suburban","Married",118, 1,50,2,7,"Personal Auto","Personal L3","Offer1","Web", 717.763724,"SUV","Medsize", 9202.941, 0.0152666900, 0.0152666900,0.0018579770,7.232037e-08, 6.586715e-04,-1.213990e-04,-1.383997e-05, 3.435354e-04, 3.154734e-04,-7.549525e-05, 3.654331e-04,1.0028880
"6738", 4860.580,"No","Basic","Master","Employed","M",41126,"Urban","Divorced", 61,28,89,0,8,"Corporate Auto","Corporate L2","Offer3","Call Center", 199.281404,"Four-Door Car","Medsize", 6625.108,-0.6221734218,-0.6221734218,0.0011139624,7.195677e-05,-2.077728e-02,-4.566889e-03, 6.755740e-03, 3.724540e-03,-1.583867e-02, 5.369888e-03, 7.806419e-04,1.0017439
"6740", 2760.955,"No","Basic","Bachelor","Employed","F",34717,"Suburban","Married", 70, 7,33,2,1,"Special Auto","Special L2","Offer1","Web", 336.000000,"Four-Door Car","Medsize", 4451.839,-0.5961602969,-0.5961602969,0.0009642146,5.717620e-05,-1.852078e-02,-8.143792e-03, 4.356962e-03,-1.307828e-02, 6.767271e-03, 5.319441e-03, 1.624542e-03,1.0016263
"6741", 4270.034,"Yes","Extended","College","Unemployed","M",    0,"Suburban","Married",122,27, 2,0,1,"Personal Auto","Personal L1","Offer2","Agent", 725.870693,"SUV","Medsize", 7466.991,-1.1274914351,-1.1274914351,0.0013939595,2.957407e-04,-4.212513e-02, 1.633766e-03,-1.795300e-03, 4.681016e-03, 1.081821e-02,-2.180990e-02,-2.684961e-02,1.0011178
"6742", 3136.082,"No","Extended","High School or Below","Unemployed","F",    0,"Suburban","Single", 89,15,83,0,1,"Personal Auto","Personal L1","Offer3","Agent", 640.800000,"Four-Door Car","Medsize", 5615.818,-0.8741040450,-0.8741040450,0.0004737765,6.036314e-05,-1.903061e-02,-8.540713e-03,-1.502278e-03, 5.522080e-03, 9.988195e-03, 9.127617e-03, 6.158220e-03,1.0007158
"6745", 6661.744,"No","Extended","Bachelor","Unemployed","M",    0,"Suburban","Married", 95, 6,99,0,5,"Personal Auto","Personal L3","Offer4","Agent", 456.000000,"Four-Door Car","Medsize", 7191.679,-0.1867883153,-0.1867883153,0.0004582585,2.666424e-06,-3.999489e-03, 7.932152e-05,-9.130908e-04, 1.150130e-03,-1.833115e-03, 1.684357e-03, 1.571579e-03,1.0014480
"6746", 6529.911,"No","Extended","High School or Below","Employed","M",44379,"Suburban","Married", 83,10,12,1,8,"Special Auto","Special L3","Offer2","Call Center", 398.400000,"Four-Door Car","Medsize", 7210.034,-0.2398392921,-0.2398392921,0.0014018785,1.346105e-05,-8.986284e-03, 2.552329e-03,-1.222188e-04,-2.385518e-03,-6.592579e-03,-4.974024e-03, 1.179745e-03,1.0023711
